squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
0.021,0.283,1.0,1.0,0.505,0.164,0.778,0.667,0.935,1.0,0.0,0.044,0.247,0.113,0.0,0.4,0.022
0.324,0.131,1.0,0.0,0.313,0.858,0.444,0.556,0.516,0.0,0.0,0.782,0.066,0.889,0.0,0.8,0.324
0.708,0.566,1.0,1.0,0.343,0.675,0.889,0.0,0.742,0.0,1.0,0.971,0.539,0.191,0.0,0.1,0.708
0.54,0.162,1.0,1.0,0.758,0.597,0.667,0.556,0.581,1.0,0.0,0.216,0.512,0.013,0.0,0.4,0.541
0.989,0.202,0.0,1.0,0.121,0.609,0.556,0.889,0.323,0.0,1.0,0.145,0.415,0.624,0.0,0.6,0.989
0.628,0.758,1.0,0.0,0.293,0.947,0.0,0.0,0.548,1.0,1.0,0.777,0.432,0.402,1.0,0.4,0.628
0.679,0.646,0.0,1.0,0.02,0.21,0.222,0.444,0.484,0.0,0.0,0.969,0.503,0.961,0.0,0.3,0.679
0.706,0.374,0.0,1.0,0.081,0.239,0.111,1.0,0.129,1.0,0.0,0.852,0.946,0.587,0.0,0.2,0.706
0.128,0.828,0.0,0.0,0.636,0.73,0.667,0.0,1.0,0.0,0.0,0.435,0.218,0.234,0.0,0.9,0.128
0.909,0.747,1.0,0.0,0.071,0.49,0.778,0.222,0.968,0.0,0.0,0.638,0.065,0.55,1.0,1.0,0.909
0.586,0.859,1.0,0.0,0.606,0.705,0.222,0.111,0.774,1.0,1.0,0.725,0.034,0.079,0.0,0.6,0.586
0.556,0.232,1.0,1.0,0.545,0.696,0.0,1.0,0.935,1.0,1.0,0.248,0.151,0.052,0.0,0.1,0.556
0.593,0.061,1.0,0.0,0.222,0.579,0.556,0.0,0.355,0.0,0.0,0.725,0.705,0.512,1.0,0.9,0.593
0.314,0.121,0.0,1.0,0.051,0.509,0.889,0.444,0.032,0.0,1.0,0.073,0.552,0.482,1.0,0.0,0.314
0.042,0.98,1.0,1.0,0.404,0.588,0.111,0.333,0.903,0.0,1.0,0.604,0.569,0.019,1.0,0.9,0.043
0.253,0.707,0.0,1.0,0.828,0.811,0.111,0.667,0.935,1.0,0.0,0.726,0.682,0.522,1.0,1.0,0.253
0.083,0.525,0.0,1.0,0.879,0.268,0.222,0.778,1.0,1.0,0.0,0.337,0.18,0.512,1.0,0.3,0.084
0.558,0.515,0.0,0.0,0.909,0.231,0.0,0.778,0.323,1.0,1.0,0.068,0.651,0.834,1.0,0.9,0.558
0.814,0.283,1.0,0.0,0.495,0.53,0.778,1.0,0.677,1.0,0.0,0.053,0.702,0.683,1.0,0.0,0.814
0.32,0.737,1.0,0.0,0.141,0.124,0.0,0.556,0.742,0.0,1.0,0.197,0.024,0.967,1.0,0.7,0.32
0.804,0.141,1.0,1.0,0.99,0.0,0.778,0.444,0.419,0.0,0.0,0.19,0.964,0.041,0.0,0.6,0.805
0.903,0.737,0.0,0.0,0.02,0.648,1.0,0.778,0.548,0.0,0.0,0.428,0.363,0.502,0.0,0.5,0.903
0.868,0.929,1.0,0.0,0.556,0.763,0.444,0.444,0.065,1.0,1.0,0.949,0.892,0.138,1.0,0.1,0.868
0.974,0.899,1.0,0.0,0.667,0.628,0.111,0.222,0.0,0.0,0.0,0.223,0.985,0.108,1.0,0.8,0.975
0.287,0.626,1.0,0.0,0.02,0.885,0.667,0.444,0.742,0.0,1.0,0.87,0.784,0.646,1.0,0.7,0.287
0.181,0.505,1.0,0.0,0.596,0.554,0.111,0.0,0.871,1.0,1.0,0.622,0.659,0.239,1.0,1.0,0.182
0.005,0.697,1.0,0.0,0.747,0.654,0.778,0.556,0.968,0.0,0.0,0.743,0.264,0.056,0.0,0.2,0.006
0.856,0.424,0.0,0.0,0.182,0.118,0.889,0.889,0.581,0.0,0.0,0.71,0.068,0.94,0.0,0.3,0.856
0.706,0.232,1.0,1.0,0.99,0.693,1.0,0.667,0.71,0.0,0.0,0.245,0.251,0.198,1.0,0.1,0.707
0.322,0.475,0.0,0.0,0.97,0.729,0.333,0.556,0.419,1.0,1.0,0.067,0.27,0.48,1.0,0.3,0.323
0.969,0.768,1.0,0.0,0.939,0.772,0.111,0.0,0.065,0.0,0.0,0.994,0.582,0.423,1.0,0.2,0.969
0.716,0.98,0.0,1.0,0.273,0.151,0.889,0.444,0.71,1.0,1.0,0.061,0.969,0.194,1.0,1.0,0.716
0.481,0.192,1.0,0.0,0.081,0.941,0.556,0.889,0.161,0.0,1.0,0.5,0.84,0.097,0.0,0.9,0.481
0.862,0.919,0.0,0.0,0.697,0.881,0.222,1.0,1.0,0.0,1.0,0.963,0.698,0.511,1.0,0.3,0.862
0.563,0.394,1.0,0.0,0.212,0.815,0.333,0.0,0.161,0.0,0.0,0.011,0.386,0.143,1.0,0.3,0.563
0.503,0.101,1.0,1.0,0.97,0.106,0.222,1.0,0.194,1.0,0.0,0.519,0.957,0.39,0.0,0.2,0.503
0.694,0.727,1.0,0.0,0.798,0.18,0.556,0.667,0.484,1.0,1.0,0.059,0.106,0.971,0.0,0.3,0.694
0.588,0.242,1.0,0.0,0.596,0.33,0.111,1.0,0.581,0.0,0.0,0.171,0.039,0.237,1.0,0.5,0.589
0.331,0.414,1.0,1.0,0.949,0.004,0.333,0.778,0.323,1.0,1.0,0.647,0.353,0.731,1.0,0.3,0.331
0.124,0.01,0.0,0.0,0.505,0.198,0.111,0.556,0.0,1.0,1.0,0.989,0.441,0.946,0.0,0.3,0.124
0.031,0.869,1.0,1.0,0.727,0.216,0.0,0.111,0.613,0.0,1.0,0.274,0.923,0.8,1.0,0.5,0.032
0.19,0.535,1.0,1.0,0.96,0.571,0.0,0.222,0.387,1.0,1.0,0.577,0.717,0.949,1.0,0.6,0.191
0.223,0.778,0.0,0.0,0.333,0.175,1.0,0.889,0.742,0.0,1.0,0.556,0.249,0.252,0.0,0.2,0.223
0.65,0.02,0.0,1.0,0.535,0.597,0.556,0.333,0.419,0.0,1.0,0.576,0.264,0.256,0.0,0.4,0.65
0.297,0.939,0.0,1.0,0.758,0.873,0.444,0.222,0.355,0.0,0.0,0.516,0.503,0.04,1.0,0.6,0.297
0.507,0.505,0.0,1.0,0.202,0.58,0.333,0.889,0.806,0.0,0.0,0.426,0.874,0.844,1.0,1.0,0.507
0.682,0.838,1.0,1.0,0.99,0.512,1.0,0.333,0.097,0.0,0.0,0.995,0.238,0.143,0.0,0.8,0.683
0.112,0.313,0.0,1.0,0.01,0.43,0.778,0.222,0.871,0.0,0.0,0.876,0.557,0.763,1.0,0.0,0.112
0.419,0.939,0.0,1.0,0.253,0.136,0.556,0.0,0.806,1.0,0.0,0.636,0.093,0.203,0.0,0.6,0.42
0.123,0.162,0.0,0.0,0.848,0.095,0.222,0.444,0.742,1.0,0.0,0.639,0.847,0.613,1.0,0.5,0.124
0.554,0.545,1.0,0.0,0.97,0.989,0.667,0.889,0.806,1.0,0.0,0.948,0.386,0.749,0.0,0.9,0.554
0.523,0.121,1.0,0.0,0.808,0.701,0.778,0.556,1.0,1.0,0.0,0.464,0.667,0.672,1.0,0.0,0.524
0.939,0.697,1.0,1.0,0.798,0.68,0.111,0.111,0.935,1.0,0.0,0.038,0.758,0.472,1.0,0.4,0.94
0.643,0.212,1.0,1.0,0.889,0.212,0.667,1.0,0.71,0.0,0.0,0.955,0.357,0.187,1.0,0.2,0.643
0.365,0.394,0.0,1.0,0.232,0.312,0.222,0.333,0.452,0.0,1.0,0.319,0.441,0.263,0.0,0.4,0.365
0.685,0.556,1.0,0.0,0.253,0.162,0.444,0.778,0.774,1.0,0.0,0.619,0.381,0.79,0.0,0.7,0.686
0.676,1.0,1.0,1.0,0.606,0.785,0.0,0.889,0.452,1.0,1.0,0.221,0.042,0.806,0.0,1.0,0.677
0.243,0.172,1.0,1.0,0.788,0.794,0.556,0.556,0.387,0.0,1.0,0.771,0.817,0.059,0.0,0.3,0.244
0.652,0.626,1.0,1.0,0.98,0.345,0.444,0.222,1.0,0.0,1.0,0.048,0.738,0.597,1.0,0.7,0.652
0.462,0.323,0.0,1.0,0.667,0.236,0.889,0.444,0.452,1.0,0.0,0.915,0.486,0.707,0.0,1.0,0.462
0.714,0.354,0.0,1.0,0.828,0.071,0.444,0.333,0.065,0.0,1.0,0.648,0.597,0.042,1.0,0.6,0.714
0.649,0.071,1.0,0.0,0.273,0.181,0.667,0.0,0.387,0.0,1.0,0.821,0.998,0.131,0.0,0.0,0.649
0.505,0.424,1.0,0.0,0.333,0.105,0.333,0.0,1.0,1.0,0.0,0.44,0.975,0.629,0.0,0.6,0.505
0.097,0.141,0.0,1.0,0.737,0.416,0.0,0.333,0.387,0.0,0.0,0.233,0.311,0.448,0.0,0.7,0.097
0.963,0.677,0.0,1.0,0.545,0.877,0.0,0.556,0.903,1.0,1.0,0.98,0.393,0.647,1.0,0.9,0.963
0.783,0.121,1.0,0.0,0.98,0.158,0.556,0.333,0.839,1.0,0.0,0.263,0.903,0.824,1.0,0.5,0.783
0.027,0.616,1.0,1.0,0.03,0.673,0.889,0.889,0.258,0.0,0.0,0.136,0.962,0.417,1.0,0.9,0.027
0.907,0.798,1.0,1.0,0.879,0.577,0.667,0.222,0.774,1.0,1.0,0.761,0.541,0.092,1.0,1.0,0.908
0.574,0.202,1.0,1.0,0.424,0.875,0.333,0.222,0.968,1.0,1.0,0.777,0.297,0.178,1.0,0.0,0.574
0.855,0.323,0.0,1.0,0.455,0.785,0.0,0.667,0.097,0.0,0.0,0.423,0.141,0.32,0.0,0.2,0.855
0.91,0.758,1.0,1.0,0.889,0.825,1.0,0.333,0.742,0.0,1.0,0.325,0.051,0.366,1.0,0.6,0.91
0.129,0.465,0.0,0.0,0.949,0.84,1.0,0.333,0.871,1.0,0.0,0.465,0.502,0.602,0.0,1.0,0.13
0.896,0.535,1.0,1.0,0.919,0.879,0.778,0.0,0.097,0.0,0.0,0.117,0.184,0.98,0.0,0.4,0.896
0.288,0.626,1.0,1.0,0.101,0.279,0.111,0.778,0.258,1.0,0.0,0.085,0.424,0.452,1.0,0.1,0.288
0.509,0.323,0.0,0.0,0.242,0.845,0.444,0.889,0.581,0.0,1.0,0.394,0.746,0.3,0.0,0.1,0.509
0.13,0.232,1.0,0.0,0.475,0.66,0.111,0.667,0.484,0.0,1.0,0.641,0.591,0.88,1.0,0.3,0.131
0.306,0.869,0.0,1.0,0.273,0.659,0.667,0.889,0.677,0.0,1.0,0.736,0.834,0.638,0.0,0.7,0.306
0.877,0.293,1.0,1.0,0.222,0.922,0.778,0.222,0.323,0.0,0.0,0.564,0.193,0.467,1.0,0.8,0.877
0.035,0.495,1.0,1.0,0.939,0.58,1.0,1.0,0.097,1.0,1.0,0.166,0.394,0.484,0.0,1.0,0.036
0.929,0.424,1.0,0.0,0.081,0.539,0.0,0.556,0.129,0.0,1.0,0.099,0.63,0.963,0.0,0.8,0.929
0.347,0.798,0.0,0.0,0.545,0.476,0.0,0.222,0.71,1.0,0.0,0.849,0.964,0.371,1.0,0.1,0.347
0.347,0.152,0.0,1.0,0.798,0.393,0.0,0.111,0.968,1.0,1.0,0.787,0.909,0.969,0.0,0.6,0.348
0.513,0.263,0.0,0.0,0.626,0.38,0.889,0.333,0.0,1.0,1.0,0.77,0.532,0.717,0.0,0.7,0.513
0.772,0.677,0.0,1.0,0.758,0.54,0.111,0.222,0.968,0.0,0.0,0.529,0.66,0.827,1.0,0.3,0.772
0.595,0.202,0.0,0.0,0.687,0.315,0.333,1.0,0.29,1.0,1.0,0.389,0.505,0.826,1.0,0.0,0.595
0.285,0.848,0.0,1.0,0.101,0.713,1.0,0.556,0.29,0.0,1.0,0.967,0.953,0.312,1.0,0.7,0.285
0.243,0.646,1.0,1.0,0.455,0.491,0.111,1.0,0.161,0.0,1.0,0.523,0.524,0.647,0.0,0.4,0.243
0.744,0.576,0.0,0.0,0.131,0.207,0.667,0.444,0.065,1.0,1.0,0.665,0.971,0.982,0.0,0.6,0.743
0.937,0.162,1.0,1.0,0.616,0.291,0.444,0.333,0.29,0.0,1.0,0.25,0.389,0.25,0.0,0.2,0.938
0.303,0.253,0.0,0.0,0.909,0.297,0.444,1.0,0.968,1.0,1.0,0.778,0.389,0.438,1.0,1.0,0.303
0.696,0.192,1.0,1.0,0.949,0.484,0.667,0.778,0.839,1.0,0.0,0.84,0.999,0.927,0.0,0.7,0.696
0.705,0.687,1.0,1.0,0.98,0.306,0.222,0.222,0.484,0.0,0.0,0.565,0.648,0.067,0.0,0.9,0.705
0.025,0.838,0.0,1.0,0.879,0.339,0.333,1.0,0.71,0.0,0.0,0.725,0.616,0.494,0.0,0.1,0.026
0.956,0.111,1.0,0.0,0.273,0.17,0.222,0.889,0.419,1.0,0.0,0.371,0.707,0.621,1.0,0.4,0.956
0.26,0.051,0.0,0.0,0.515,0.077,0.0,0.556,0.387,0.0,0.0,0.74,0.703,0.744,0.0,0.5,0.26
0.653,0.687,0.0,0.0,0.263,0.207,0.333,0.889,0.032,0.0,1.0,0.197,0.846,0.048,1.0,0.1,0.652
0.178,0.818,1.0,0.0,0.889,0.401,1.0,0.111,0.065,0.0,1.0,0.533,0.906,0.997,0.0,0.3,0.178
0.467,0.535,1.0,1.0,0.273,0.742,0.556,1.0,0.774,1.0,1.0,0.093,0.211,0.131,1.0,0.7,0.467
0.505,0.222,0.0,0.0,0.485,0.392,0.444,0.556,0.387,1.0,0.0,0.647,0.623,0.778,0.0,0.5,0.505
0.196,0.343,1.0,1.0,0.465,0.23,0.667,0.667,0.839,1.0,1.0,0.084,0.797,0.923,1.0,0.9,0.197
0.411,0.525,1.0,1.0,0.525,0.726,0.444,0.778,0.452,1.0,0.0,0.311,0.011,0.037,1.0,0.1,0.411
0.476,0.03,0.0,0.0,0.768,0.003,0.0,0.667,0.516,0.0,0.0,0.462,0.034,0.301,1.0,0.5,0.476
0.161,0.303,1.0,1.0,0.212,0.168,0.333,0.444,0.774,1.0,1.0,0.818,0.284,0.541,1.0,0.1,0.162
0.316,0.586,0.0,1.0,0.343,0.285,0.333,0.667,0.581,0.0,1.0,0.447,0.567,0.767,1.0,1.0,0.316
0.065,0.515,1.0,1.0,0.02,0.829,0.889,0.333,0.903,1.0,0.0,0.528,0.422,0.186,0.0,1.0,0.065
0.341,0.758,1.0,1.0,0.778,0.356,0.556,0.889,0.903,1.0,0.0,0.953,0.552,0.047,1.0,0.5,0.342
0.231,0.636,1.0,1.0,0.232,0.785,0.889,0.778,0.452,1.0,1.0,0.285,0.903,0.441,0.0,0.8,0.231
0.651,0.455,1.0,1.0,0.333,0.831,0.333,0.0,0.355,0.0,1.0,0.64,0.77,0.349,1.0,0.5,0.651
0.522,0.444,1.0,1.0,0.323,0.846,0.556,0.556,0.419,0.0,1.0,0.482,0.81,0.358,1.0,0.8,0.523
0.864,0.444,1.0,0.0,0.707,0.947,0.778,0.889,0.677,1.0,0.0,0.551,0.29,0.087,1.0,0.8,0.864
0.536,0.939,1.0,1.0,0.606,0.218,0.778,0.111,0.742,1.0,1.0,0.2,0.881,0.74,1.0,0.5,0.536
0.273,0.96,0.0,0.0,0.677,0.754,1.0,0.889,0.129,1.0,1.0,0.889,0.917,0.279,1.0,0.9,0.273
0.131,0.545,1.0,0.0,0.758,0.676,0.556,0.889,0.194,0.0,1.0,0.905,0.865,0.519,1.0,0.0,0.131
0.993,0.788,1.0,0.0,0.838,0.096,0.222,0.778,0.839,0.0,0.0,0.382,0.887,0.454,0.0,0.3,0.993
0.084,0.111,0.0,1.0,0.707,0.069,0.222,0.0,0.0,0.0,0.0,0.256,0.362,0.731,1.0,0.3,0.085
0.16,0.657,1.0,1.0,0.354,0.054,0.444,0.0,0.742,1.0,0.0,0.177,0.697,0.017,0.0,1.0,0.161
0.01,0.525,1.0,0.0,0.081,0.462,0.111,0.667,0.581,0.0,1.0,0.922,0.886,0.462,1.0,0.2,0.01
0.405,0.889,1.0,1.0,0.172,0.143,0.667,0.667,0.194,1.0,0.0,0.869,0.96,0.657,1.0,0.8,0.405
0.62,1.0,0.0,0.0,0.283,0.91,0.222,0.889,0.645,0.0,0.0,0.172,0.132,0.588,0.0,0.9,0.62
0.359,0.121,0.0,1.0,0.717,0.264,0.444,0.778,0.645,1.0,1.0,0.421,0.463,0.048,1.0,0.8,0.359
0.891,0.364,0.0,0.0,0.838,0.912,0.778,0.778,0.871,1.0,0.0,0.379,0.665,0.642,0.0,0.9,0.891
0.163,0.747,0.0,0.0,0.98,0.574,0.333,0.222,0.71,0.0,1.0,0.95,0.735,0.504,0.0,0.4,0.164
0.926,0.121,1.0,0.0,0.646,0.626,0.778,0.778,0.387,1.0,1.0,0.073,0.091,0.509,0.0,0.8,0.926
0.912,0.99,1.0,1.0,0.273,0.879,0.889,0.556,0.323,1.0,1.0,0.233,0.273,0.014,0.0,1.0,0.913
0.943,0.848,1.0,0.0,0.778,0.09,0.222,0.0,0.677,0.0,0.0,0.772,0.862,0.874,1.0,0.6,0.943
0.06,1.0,1.0,0.0,0.424,0.614,0.333,0.667,0.032,1.0,0.0,0.601,0.441,0.16,0.0,0.4,0.06
0.662,0.061,0.0,1.0,0.99,0.963,0.778,0.111,0.355,1.0,0.0,0.636,0.908,0.044,1.0,0.6,0.662
0.078,0.384,0.0,1.0,0.505,0.009,0.0,0.778,0.935,1.0,1.0,1.0,0.343,0.64,1.0,0.2,0.079
0.605,0.778,0.0,1.0,0.788,0.485,0.444,0.667,0.032,0.0,0.0,0.7,0.68,0.613,1.0,0.5,0.605
0.176,0.162,1.0,1.0,0.192,0.127,0.0,0.444,0.452,0.0,0.0,0.696,0.096,0.39,0.0,0.7,0.176
0.564,0.545,1.0,0.0,0.232,0.323,0.444,0.0,0.452,1.0,0.0,0.058,0.997,0.744,0.0,0.7,0.564
0.559,0.919,0.0,1.0,0.505,0.354,0.556,0.222,0.29,0.0,1.0,0.5,0.566,0.126,0.0,0.5,0.56
0.972,0.949,0.0,1.0,0.596,0.416,0.111,0.333,0.71,0.0,1.0,0.593,0.852,0.173,0.0,0.8,0.972
0.176,0.919,0.0,0.0,0.505,0.307,0.778,1.0,0.742,1.0,0.0,0.675,0.256,0.187,1.0,0.3,0.176
0.876,0.313,0.0,0.0,0.333,0.166,0.889,0.667,0.226,0.0,1.0,0.149,0.39,0.093,1.0,0.3,0.875
0.693,0.354,0.0,1.0,0.505,0.305,0.333,0.333,0.484,1.0,1.0,0.28,0.933,0.211,1.0,0.7,0.693
0.764,0.323,0.0,1.0,0.313,0.694,1.0,0.778,0.161,0.0,1.0,0.417,0.61,0.091,1.0,0.6,0.763
0.073,0.131,0.0,0.0,0.152,0.131,0.333,0.0,0.323,0.0,0.0,0.644,0.044,0.59,1.0,0.7,0.073
0.157,0.141,0.0,1.0,0.152,0.906,0.556,0.222,0.161,1.0,0.0,0.17,0.071,0.81,1.0,0.9,0.158
0.747,0.848,0.0,0.0,0.727,0.828,0.444,0.667,0.935,0.0,1.0,0.229,0.493,0.25,0.0,0.3,0.747
0.156,0.111,0.0,0.0,0.677,0.326,0.222,1.0,0.516,0.0,0.0,0.64,0.872,0.916,1.0,1.0,0.157
0.791,0.111,1.0,1.0,0.778,0.421,0.222,0.667,0.29,1.0,0.0,0.455,0.797,0.891,0.0,0.3,0.791
0.51,0.879,0.0,1.0,0.727,0.528,0.444,0.222,0.29,1.0,1.0,0.856,0.304,0.627,0.0,0.3,0.51
0.19,0.596,0.0,1.0,0.626,0.767,0.111,0.667,0.71,1.0,1.0,0.022,0.189,0.784,0.0,0.6,0.19
0.686,0.081,1.0,1.0,0.495,0.625,0.556,0.889,0.903,1.0,0.0,0.854,0.023,0.738,0.0,1.0,0.687
0.814,0.687,1.0,0.0,0.071,0.397,0.667,0.444,0.419,0.0,0.0,0.356,0.353,0.078,0.0,0.3,0.814
0.848,0.293,0.0,0.0,0.677,0.92,0.444,0.778,0.806,1.0,0.0,0.194,0.353,0.333,0.0,0.1,0.848
0.771,0.545,0.0,1.0,0.919,0.275,0.889,0.444,0.194,1.0,1.0,0.136,0.958,0.898,0.0,0.7,0.771
0.188,0.283,0.0,1.0,0.333,0.036,1.0,0.333,1.0,0.0,1.0,0.396,0.101,0.919,1.0,0.6,0.188
0.3,0.485,1.0,1.0,0.283,0.148,1.0,0.222,0.419,1.0,1.0,0.632,0.814,0.726,1.0,0.7,0.3
0.113,0.798,0.0,0.0,0.99,0.058,0.667,0.222,0.065,1.0,0.0,0.369,0.927,0.659,1.0,0.2,0.113
0.803,0.434,0.0,1.0,0.495,0.407,0.111,0.889,0.677,0.0,0.0,0.613,0.725,0.83,1.0,0.8,0.803
0.129,0.061,1.0,1.0,0.182,0.712,0.889,0.111,0.871,1.0,0.0,0.765,0.096,0.016,0.0,0.9,0.13
0.316,0.111,0.0,1.0,0.859,0.829,0.667,0.667,0.839,0.0,1.0,0.106,0.796,0.162,0.0,0.6,0.317
0.846,0.444,1.0,1.0,0.859,0.352,0.111,0.556,1.0,1.0,0.0,0.694,0.727,0.151,1.0,0.3,0.846
0.776,0.374,0.0,1.0,0.465,0.671,0.0,0.222,0.935,1.0,0.0,0.501,0.581,0.261,0.0,0.9,0.776
0.23,0.747,1.0,1.0,0.808,0.818,1.0,0.111,0.71,1.0,0.0,0.821,0.258,0.421,0.0,0.0,0.232
0.528,0.677,0.0,0.0,0.424,0.129,0.333,0.556,1.0,0.0,1.0,0.358,0.639,0.05,0.0,0.6,0.528
0.693,0.232,1.0,1.0,0.01,0.441,0.333,0.0,0.065,0.0,1.0,0.99,0.868,0.06,0.0,0.9,0.694
0.536,0.566,0.0,0.0,0.131,0.141,0.667,0.111,0.806,1.0,0.0,0.903,0.259,0.872,0.0,0.7,0.536
0.378,0.909,0.0,0.0,0.929,0.888,0.111,0.0,0.968,0.0,0.0,0.178,0.214,0.802,0.0,0.4,0.378
0.615,0.465,1.0,1.0,0.343,0.385,0.222,0.667,0.29,1.0,1.0,0.418,0.367,0.791,0.0,0.7,0.616
0.144,0.101,1.0,1.0,0.121,0.956,0.556,0.0,0.323,0.0,1.0,0.592,0.094,0.552,0.0,0.3,0.144
0.424,0.253,0.0,1.0,0.768,0.741,0.333,0.667,0.839,0.0,0.0,0.664,0.36,0.991,0.0,0.9,0.425
0.121,0.707,1.0,0.0,0.626,0.728,0.667,0.667,0.226,0.0,0.0,0.175,0.309,0.611,1.0,0.1,0.121
0.435,0.505,0.0,0.0,0.697,0.141,0.667,0.444,1.0,0.0,0.0,0.814,0.059,0.546,1.0,0.7,0.435
0.886,0.01,0.0,0.0,0.808,0.598,0.444,0.778,0.355,0.0,1.0,0.364,0.705,0.112,0.0,0.9,0.886
0.351,0.253,1.0,0.0,0.596,0.468,0.444,0.556,0.484,1.0,1.0,0.559,0.895,0.697,0.0,0.5,0.351
0.384,0.768,1.0,1.0,0.101,0.332,0.556,1.0,0.645,1.0,1.0,0.828,0.659,0.341,0.0,0.9,0.385
0.777,0.495,1.0,1.0,0.717,0.99,0.778,1.0,0.774,0.0,1.0,0.483,0.42,0.394,0.0,0.3,0.778
0.284,0.515,0.0,0.0,0.03,0.501,0.0,0.667,0.71,1.0,1.0,0.357,0.936,0.242,0.0,0.6,0.284
0.346,0.687,1.0,1.0,0.111,0.174,0.778,0.667,0.387,0.0,1.0,0.348,0.755,0.448,1.0,0.7,0.347
0.643,0.03,0.0,0.0,0.828,0.66,0.556,0.889,0.968,1.0,0.0,0.73,0.699,0.78,0.0,0.1,0.643
0.228,0.859,1.0,0.0,0.949,0.087,0.444,0.667,0.129,0.0,0.0,0.639,0.212,0.491,0.0,0.7,0.229
0.422,0.616,1.0,1.0,0.636,0.248,0.111,0.667,0.935,0.0,1.0,0.897,0.706,0.648,1.0,0.1,0.423
0.999,0.596,0.0,0.0,0.263,0.531,0.667,0.556,0.065,0.0,1.0,0.144,0.226,0.648,0.0,0.9,0.998
0.519,0.414,1.0,0.0,0.061,0.339,0.111,0.778,0.968,0.0,0.0,0.712,0.415,0.236,1.0,0.9,0.519
0.494,0.283,0.0,1.0,0.071,0.219,1.0,0.222,0.387,0.0,1.0,0.325,0.306,0.966,0.0,0.1,0.494
0.378,0.0,0.0,1.0,0.768,0.928,0.0,0.333,0.613,0.0,0.0,0.085,0.397,0.354,0.0,0.3,0.378
0.116,0.949,1.0,1.0,0.636,0.805,0.778,0.556,1.0,1.0,0.0,0.257,0.825,0.216,1.0,0.8,0.118
0.716,0.919,0.0,0.0,0.333,0.83,0.444,0.0,0.484,1.0,1.0,0.142,0.428,0.497,1.0,0.7,0.715
0.146,0.939,1.0,0.0,0.99,0.45,0.667,0.778,1.0,0.0,0.0,0.427,0.927,0.359,1.0,0.2,0.146
0.176,0.475,1.0,1.0,0.818,0.283,0.111,0.111,0.548,1.0,1.0,0.215,0.047,0.59,0.0,0.5,0.177
0.887,0.848,0.0,1.0,0.939,0.695,0.111,0.778,0.71,0.0,1.0,0.226,0.383,0.062,0.0,0.7,0.887
0.592,0.384,1.0,1.0,0.343,0.941,0.111,0.0,0.903,1.0,1.0,0.183,0.109,0.391,0.0,1.0,0.592
0.253,0.232,0.0,1.0,0.152,0.058,0.444,0.111,0.742,0.0,0.0,0.685,0.576,0.58,1.0,0.1,0.253
0.816,0.253,0.0,0.0,0.859,0.188,0.0,0.111,0.161,1.0,0.0,0.733,0.446,0.603,0.0,0.6,0.816
0.892,0.929,1.0,0.0,0.485,0.363,0.222,0.556,0.742,1.0,1.0,0.146,0.635,0.916,0.0,1.0,0.892
0.591,0.374,0.0,0.0,0.838,0.549,1.0,0.222,0.065,0.0,0.0,0.323,0.6,0.612,1.0,0.3,0.591
0.769,0.152,0.0,0.0,0.798,0.781,0.667,0.889,0.645,1.0,0.0,0.207,0.639,0.151,1.0,1.0,0.769
0.982,0.444,1.0,0.0,0.121,0.513,0.222,1.0,0.387,1.0,0.0,0.634,0.778,0.854,1.0,0.6,0.982
0.554,0.848,0.0,1.0,0.152,0.491,0.111,0.333,0.677,1.0,1.0,0.455,0.116,0.033,0.0,0.9,0.554
0.397,0.455,0.0,1.0,0.404,0.432,0.111,0.667,0.71,0.0,1.0,0.794,0.209,0.876,0.0,1.0,0.397
0.928,0.111,0.0,1.0,0.444,0.66,0.111,0.111,0.484,1.0,1.0,0.323,0.86,0.039,1.0,0.1,0.928
0.426,0.919,1.0,0.0,0.172,0.182,0.778,0.778,0.935,1.0,0.0,0.211,0.845,0.131,1.0,0.1,0.426
0.264,0.545,1.0,1.0,0.939,0.947,0.444,0.333,0.387,1.0,0.0,0.058,0.374,0.664,1.0,0.2,0.265
0.985,0.03,0.0,1.0,0.505,0.617,0.444,0.111,0.903,1.0,0.0,0.836,0.909,0.432,1.0,0.8,0.985
0.684,0.99,0.0,0.0,0.091,0.466,0.667,0.778,0.613,1.0,0.0,0.253,0.257,0.17,1.0,0.9,0.683
0.499,0.909,1.0,1.0,0.667,0.618,0.889,1.0,0.645,0.0,0.0,0.891,0.796,0.446,0.0,0.5,0.5
0.638,0.788,0.0,1.0,0.293,0.972,0.333,0.778,0.677,0.0,0.0,0.161,0.408,0.643,1.0,1.0,0.638
0.018,0.485,0.0,0.0,0.283,0.556,0.0,0.333,0.968,0.0,1.0,0.7,0.545,0.551,1.0,0.8,0.018
0.879,0.283,1.0,0.0,0.99,0.031,0.778,0.111,0.516,1.0,0.0,0.004,0.801,0.404,0.0,0.6,0.879
0.502,0.333,0.0,0.0,0.798,0.984,0.778,0.889,0.839,1.0,0.0,0.575,0.595,0.821,0.0,0.3,0.502
0.145,0.111,0.0,1.0,0.01,0.639,0.556,0.333,0.0,1.0,1.0,0.665,0.304,0.056,0.0,0.3,0.146
